login_id,user_id,timestamp,login_hour,day_of_week,country,city,usual_country,usual_city,device_type,browser,ip_address,failed_attempts,mfa_used,mfa_type,mfa_failed_attempts,new_device,foreign_login,unusual_hour,impossible_travel,suspicious_ip,login_success,attack_type,is_suspicious,no_mfa,multiple_failed_attempts,high_failed_attempts,risky_new_device_no_mfa,risky_foreign_no_mfa,risky_unusual_hour,mfa_fatigue_risk
L005394,U0077,2026-07-24 20:57:00,20,Friday,United States,Chicago,United States,Chicago,Tablet,Edge,159.59.0.79,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005395,U0199,2026-07-22 10:12:00,10,Wednesday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,150.80.130.207,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005396,U0078,2026-07-02 11:46:00,11,Thursday,United States,Boston,United States,Boston,Laptop,Chrome,51.110.139.77,4,False,Unknown,0,False,False,False,False,True,False,Credential Stuffing,1,True,True,False,False,False,False,False
L005397,U0071,2026-07-22 08:47:00,8,Wednesday,Canada,Vancouver,Canada,Vancouver,Laptop,Chrome,152.177.150.5,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005398,U0012,2026-07-30 06:10:00,6,Thursday,United States,San Francisco,United States,San Francisco,Desktop,Chrome,157.203.193.64,0,True,SMS,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L005399,U0005,2026-07-27 12:24:00,12,Monday,United States,Boston,United States,Boston,Laptop,Chrome,91.41.20.22,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005400,U0212,2026-07-08 11:11:00,11,Wednesday,United States,San Francisco,United States,San Francisco,Laptop,Firefox,124.240.238.144,6,True,SMS,0,False,False,False,False,False,False,Brute Force,1,False,True,True,False,False,False,False
L005401,U0148,2026-07-03 17:15:00,17,Friday,United States,Boston,United States,Boston,Laptop,Firefox,179.187.92.178,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005402,U0089,2026-07-22 06:07:00,6,Wednesday,United States,Boston,United States,Boston,Laptop,Edge,68.62.117.72,6,False,Unknown,0,False,False,False,False,False,True,Brute Force,1,True,True,True,False,False,False,False
L005403,U0191,2026-07-23 07:24:00,7,Thursday,United Kingdom,London,United Kingdom,London,Laptop,Edge,77.167.105.11,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005404,U0116,2026-07-19 18:04:00,18,Sunday,United Kingdom,Manchester,United Kingdom,Manchester,Desktop,Chrome,127.166.22.236,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005405,U0165,2026-07-04 10:28:00,10,Saturday,Germany,Berlin,Germany,Berlin,Mobile,Chrome,25.149.210.158,4,False,Unknown,0,False,False,False,False,False,True,No MFA Login,1,True,True,False,False,False,False,False
L005406,U0072,2026-07-09 19:51:00,19,Thursday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Laptop,Chrome,16.124.237.247,0,True,SMS,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L005407,U0231,2026-07-02 16:23:00,16,Thursday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,65.138.241.229,4,True,Authenticator App,6,False,False,False,False,False,False,MFA Fatigue,1,False,True,False,False,False,False,True
L005408,U0152,2026-07-15 12:25:00,12,Wednesday,United States,Boston,United States,Boston,Mobile,Edge,72.237.78.68,0,False,Unknown,0,False,False,False,False,False,False,Normal,0,True,False,False,False,False,False,False
L005409,U0035,2026-07-14 09:27:00,9,Tuesday,Brazil,São Paulo,Brazil,São Paulo,Mobile,Chrome,92.18.179.215,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005410,U0180,2026-07-25 07:07:00,7,Saturday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,95.152.97.21,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005411,U0062,2026-07-23 17:29:00,17,Thursday,United States,New York,United States,New York,Mobile,Chrome,182.154.138.158,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005412,U0188,2026-07-26 10:43:00,10,Sunday,United States,Edison,United States,Edison,Laptop,Chrome,15.66.196.68,1,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005413,U0065,2026-07-27 07:20:00,7,Monday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Safari,211.230.80.64,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005414,U0190,2026-07-16 08:40:00,8,Thursday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,103.226.85.190,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005415,U0194,2026-07-12 22:51:00,22,Sunday,United States,San Francisco,United States,San Francisco,Mobile,Safari,29.155.8.156,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005416,U0089,2026-07-28 16:54:00,16,Tuesday,United States,Boston,United States,Boston,Laptop,Edge,118.10.142.187,2,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005417,U0013,2026-07-20 10:30:00,10,Monday,United Kingdom,Manchester,United Kingdom,Manchester,Desktop,Chrome,178.255.216.101,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005418,U0112,2026-07-20 07:05:00,7,Monday,United States,Chicago,United States,Chicago,Tablet,Edge,46.81.123.164,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005419,U0172,2026-07-10 14:24:00,14,Friday,United States,New York,United States,New York,Laptop,Edge,121.59.134.125,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005420,U0082,2026-07-16 17:47:00,17,Thursday,United States,San Francisco,United States,San Francisco,Laptop,Firefox,119.36.163.239,1,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005421,U0022,2026-07-06 08:54:00,8,Monday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,94.140.38.48,6,False,Unknown,0,True,False,False,False,False,False,Brute Force,1,True,True,True,True,False,False,False
L005422,U0162,2026-07-14 10:53:00,10,Tuesday,India,Delhi,India,Delhi,Laptop,Chrome,169.156.49.253,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005423,U0180,2026-07-23 18:18:00,18,Thursday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Chrome,158.15.57.126,2,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005424,U0094,2026-07-31 16:24:00,16,Friday,United States,San Francisco,United States,San Francisco,Laptop,Safari,14.110.137.72,6,True,SMS,0,False,False,False,False,True,False,Suspicious IP Login,1,False,True,True,False,False,False,False
L005425,U0199,2026-07-15 11:37:00,11,Wednesday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,95.11.158.214,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005426,U0182,2026-07-12 08:38:00,8,Sunday,Germany,Berlin,Germany,Berlin,Laptop,Chrome,130.156.253.221,1,True,Email Code,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L005427,U0003,2026-07-07 18:26:00,18,Tuesday,United States,Edison,United States,Edison,Laptop,Edge,220.171.19.247,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005428,U0064,2026-07-06 06:48:00,6,Monday,India,Bangalore,India,Bangalore,Laptop,Safari,103.105.177.245,1,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005429,U0143,2026-07-24 09:02:00,9,Friday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,88.175.20.193,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005430,U0140,2026-07-20 08:44:00,8,Monday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,147.1.151.26,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005431,U0132,2026-07-31 08:11:00,8,Friday,United States,Boston,United States,Boston,Laptop,Chrome,68.157.51.229,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005432,U0249,2026-07-17 12:26:00,12,Friday,United States,Boston,United States,Boston,Desktop,Chrome,169.178.114.212,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005433,U0039,2026-07-24 09:49:00,9,Friday,India,Delhi,India,Delhi,Desktop,Firefox,22.219.208.180,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005434,U0152,2026-07-19 13:04:00,13,Sunday,United States,Boston,United States,Boston,Mobile,Edge,14.169.139.52,0,False,Unknown,0,False,False,False,False,False,False,Normal,0,True,False,False,False,False,False,False
L005435,U0176,2026-07-27 02:53:00,2,Monday,United States,Chicago,United States,Chicago,Laptop,Chrome,172.191.172.14,2,False,Unknown,0,False,False,True,False,False,True,Unusual Hour Login,1,True,False,False,False,False,True,False
L005436,U0014,2026-07-19 05:55:00,5,Sunday,United States,San Francisco,United States,San Francisco,Mobile,Edge,28.203.198.120,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005437,U0164,2026-07-26 15:20:00,15,Sunday,United States,Edison,United States,Edison,Laptop,Chrome,63.248.90.74,0,True,Email Code,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L005438,U0202,2026-07-28 17:47:00,17,Tuesday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,167.10.61.118,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005439,U0227,2026-07-20 11:57:00,11,Monday,United States,Boston,United States,Boston,Laptop,Safari,127.53.76.225,10,True,Email Code,0,False,False,False,False,False,True,Brute Force,1,False,True,True,False,False,False,False
L005440,U0160,2026-07-31 07:13:00,7,Friday,United States,New York,United States,New York,Laptop,Chrome,56.92.73.42,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005441,U0036,2026-07-11 21:23:00,21,Saturday,United States,San Francisco,United States,San Francisco,Mobile,Safari,120.120.234.253,1,True,SMS,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L005442,U0113,2026-07-01 10:38:00,10,Wednesday,United States,New York,United States,New York,Laptop,Safari,173.88.147.61,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005443,U0139,2026-07-21 04:04:00,4,Tuesday,United States,Edison,United States,Edison,Laptop,Chrome,133.135.142.230,1,True,SMS,0,False,False,True,False,False,True,Normal,0,False,False,False,False,False,False,False
L005444,U0208,2026-07-30 16:48:00,16,Thursday,United States,New York,United States,New York,Tablet,Chrome,102.21.27.126,7,True,Email Code,0,False,False,False,False,False,False,Brute Force,1,False,True,True,False,False,False,False
L005445,U0090,2026-07-09 12:48:00,12,Thursday,United States,New York,United States,New York,Laptop,Chrome,162.73.99.106,5,False,Unknown,0,True,False,False,False,False,True,Brute Force,1,True,True,True,True,False,False,False
L005446,U0058,2026-07-06 10:18:00,10,Monday,United Kingdom,London,United Kingdom,London,Laptop,Firefox,194.135.156.84,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005447,U0223,2026-07-12 07:09:00,7,Sunday,India,Delhi,India,Delhi,Desktop,Firefox,140.145.120.185,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005448,U0250,2026-07-29 04:19:00,4,Wednesday,United Kingdom,London,United States,San Francisco,Desktop,Chrome,55.76.123.216,5,True,Authenticator App,0,False,True,True,True,False,True,Impossible Travel,1,False,True,True,False,False,True,False
L005449,U0243,2026-07-19 10:54:00,10,Sunday,United States,San Francisco,United States,San Francisco,Desktop,Firefox,138.118.139.180,1,True,SMS,0,True,False,False,False,False,True,New Device Login,1,False,False,False,False,False,False,False
L005450,U0113,2026-07-28 19:38:00,19,Tuesday,United States,New York,United States,New York,Laptop,Safari,96.251.93.84,10,False,Unknown,0,False,False,False,False,False,False,Brute Force,1,True,True,True,False,False,False,False
L005451,U0214,2026-07-17 07:54:00,7,Friday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,96.195.200.21,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005452,U0208,2026-07-09 08:31:00,8,Thursday,United Kingdom,London,United States,New York,Tablet,Chrome,35.26.133.190,3,True,SMS,0,False,True,False,True,False,True,Impossible Travel,1,False,True,False,False,False,False,False
L005453,U0200,2026-07-13 10:52:00,10,Monday,United States,San Francisco,United States,San Francisco,Desktop,Chrome,98.110.170.144,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005454,U0093,2026-07-31 19:40:00,19,Friday,United States,San Francisco,United States,San Francisco,Laptop,Safari,142.149.80.239,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005455,U0110,2026-07-14 10:11:00,10,Tuesday,Germany,Berlin,Germany,Berlin,Desktop,Safari,175.148.147.26,10,False,Unknown,0,True,False,False,False,False,True,Brute Force,1,True,True,True,True,False,False,False
L005456,U0218,2026-07-13 19:09:00,19,Monday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,92.106.241.95,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005457,U0067,2026-07-18 18:27:00,18,Saturday,United States,Chicago,United States,Chicago,Laptop,Edge,112.184.195.204,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005458,U0023,2026-07-04 21:47:00,21,Saturday,Canada,Vancouver,Canada,Vancouver,Laptop,Safari,98.7.120.238,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005459,U0143,2026-07-01 00:39:00,0,Wednesday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,208.14.238.206,4,False,Unknown,0,False,False,True,False,False,False,Unusual Hour Login,1,True,True,False,False,False,True,False
L005460,U0019,2026-07-01 08:20:00,8,Wednesday,United States,Edison,United States,Edison,Mobile,Safari,35.31.130.243,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005461,U0088,2026-07-22 13:31:00,13,Wednesday,United States,Chicago,United States,Chicago,Mobile,Chrome,57.44.53.36,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005462,U0165,2026-07-02 06:25:00,6,Thursday,Germany,Berlin,Germany,Berlin,Mobile,Chrome,71.107.160.20,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005463,U0093,2026-07-20 10:34:00,10,Monday,United States,San Francisco,United States,San Francisco,Laptop,Safari,215.110.221.205,1,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005464,U0192,2026-07-14 15:49:00,15,Tuesday,United States,Edison,United States,Edison,Mobile,Safari,98.214.105.181,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005465,U0061,2026-07-08 18:01:00,18,Wednesday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,117.214.188.240,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005466,U0167,2026-07-23 07:16:00,7,Thursday,United States,San Francisco,United States,San Francisco,Mobile,Firefox,130.243.177.206,2,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005467,U0020,2026-07-21 19:37:00,19,Tuesday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Edge,66.248.37.165,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005468,U0011,2026-07-31 14:04:00,14,Friday,United Kingdom,Manchester,United Kingdom,Manchester,Desktop,Chrome,159.80.20.200,0,False,Unknown,0,False,False,False,False,False,False,Normal,0,True,False,False,False,False,False,False
L005469,U0117,2026-07-26 13:40:00,13,Sunday,United States,Edison,United States,Edison,Laptop,Firefox,173.245.224.35,3,False,Unknown,0,False,False,False,False,False,False,No MFA Login,1,True,True,False,False,False,False,False
L005470,U0179,2026-07-27 16:26:00,16,Monday,Germany,Munich,United States,San Francisco,Tablet,Firefox,153.78.128.229,3,False,Unknown,0,False,True,False,True,False,True,Impossible Travel,1,True,True,False,False,True,False,False
L005471,U0158,2026-07-05 09:46:00,9,Sunday,United States,Boston,United States,Boston,Laptop,Chrome,53.243.11.234,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005472,U0096,2026-07-17 10:29:00,10,Friday,Germany,Munich,Germany,Munich,Desktop,Chrome,222.223.14.18,1,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005473,U0220,2026-07-09 19:39:00,19,Thursday,United States,San Francisco,United States,San Francisco,Desktop,Firefox,114.2.187.199,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005474,U0002,2026-07-18 08:18:00,8,Saturday,Germany,Berlin,Germany,Berlin,Laptop,Chrome,70.46.107.133,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005475,U0015,2026-07-10 06:19:00,6,Friday,India,Delhi,India,Delhi,Laptop,Chrome,173.122.28.132,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005476,U0013,2026-07-18 02:42:00,2,Saturday,United Kingdom,Manchester,United Kingdom,Manchester,Desktop,Chrome,92.73.169.184,3,True,Authenticator App,0,False,False,True,False,False,True,Unusual Hour Login,1,False,True,False,False,False,False,False
L005477,U0004,2026-07-18 22:14:00,22,Saturday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,72.246.171.7,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005478,U0196,2026-07-22 14:52:00,14,Wednesday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Desktop,Chrome,136.253.163.135,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005479,U0121,2026-07-27 17:02:00,17,Monday,United Kingdom,Manchester,United Kingdom,Manchester,Desktop,Chrome,58.180.184.106,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005480,U0139,2026-07-23 11:59:00,11,Thursday,United States,Edison,United States,Edison,Laptop,Chrome,95.159.184.132,9,True,Email Code,0,False,False,False,False,False,True,Brute Force,1,False,True,True,False,False,False,False
L005481,U0199,2026-07-26 10:59:00,10,Sunday,United States,San Francisco,United States,San Francisco,Mobile,Firefox,216.117.196.157,0,False,Unknown,0,True,False,False,False,False,True,New Device Login,1,True,False,False,True,False,False,False
L005482,U0118,2026-07-16 09:34:00,9,Thursday,United States,New York,United States,New York,Laptop,Safari,197.70.247.150,1,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005483,U0025,2026-07-08 15:30:00,15,Wednesday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,186.247.179.232,1,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005484,U0053,2026-07-24 18:55:00,18,Friday,Brazil,São Paulo,Canada,Vancouver,Laptop,Edge,15.149.87.242,4,True,Authenticator App,0,False,True,False,True,False,False,Impossible Travel,1,False,True,False,False,False,False,False
L005485,U0140,2026-07-23 01:42:00,1,Thursday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,60.199.41.79,0,False,Unknown,0,False,False,True,False,False,True,Unusual Hour Login,1,True,False,False,False,False,True,False
L005486,U0151,2026-07-28 12:30:00,12,Tuesday,Canada,Toronto,Canada,Toronto,Laptop,Chrome,78.9.86.220,4,True,Authenticator App,8,False,False,False,False,False,False,MFA Fatigue,1,False,True,False,False,False,False,True
L005487,U0235,2026-07-16 18:31:00,18,Thursday,United States,Boston,United States,Boston,Desktop,Edge,209.253.190.204,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005488,U0153,2026-07-18 13:06:00,13,Saturday,United Kingdom,London,United Kingdom,London,Laptop,Edge,197.62.166.76,1,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005489,U0145,2026-07-29 07:17:00,7,Wednesday,United States,Chicago,United States,Chicago,Desktop,Edge,142.169.121.187,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005490,U0005,2026-07-17 13:20:00,13,Friday,United States,Boston,United States,Boston,Laptop,Chrome,39.111.179.69,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005491,U0061,2026-07-19 11:57:00,11,Sunday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,19.14.119.146,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005492,U0204,2026-07-31 19:20:00,19,Friday,United States,San Francisco,United States,San Francisco,Mobile,Edge,109.244.100.220,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005493,U0232,2026-07-24 15:34:00,15,Friday,United States,New York,United States,New York,Laptop,Chrome,95.72.100.250,0,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005494,U0190,2026-07-01 20:17:00,20,Wednesday,United States,San Francisco,United States,San Francisco,Laptop,Chrome,131.252.183.250,1,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005495,U0112,2026-07-21 10:36:00,10,Tuesday,United States,Chicago,United States,Chicago,Tablet,Edge,20.202.236.195,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005496,U0248,2026-07-05 08:48:00,8,Sunday,United States,San Francisco,United States,San Francisco,Desktop,Firefox,181.58.111.193,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005497,U0039,2026-07-21 15:54:00,15,Tuesday,India,Delhi,India,Delhi,Desktop,Firefox,106.54.95.219,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005498,U0241,2026-07-16 19:35:00,19,Thursday,United States,Edison,United States,Edison,Laptop,Chrome,167.95.149.29,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005499,U0218,2026-07-09 10:06:00,10,Thursday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,18.60.75.202,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005500,U0156,2026-07-11 21:05:00,21,Saturday,Brazil,Rio de Janeiro,Brazil,Rio de Janeiro,Desktop,Chrome,43.92.95.153,1,True,Authenticator App,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L005501,U0023,2026-07-17 13:08:00,13,Friday,Canada,Vancouver,Canada,Vancouver,Laptop,Safari,200.155.61.116,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005502,U0044,2026-07-25 18:36:00,18,Saturday,Canada,Toronto,Canada,Toronto,Laptop,Chrome,144.241.188.35,1,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005503,U0220,2026-07-22 16:03:00,16,Wednesday,United States,San Francisco,United States,San Francisco,Desktop,Firefox,85.231.69.206,1,True,Authenticator App,0,False,False,False,False,False,False,Normal,0,False,False,False,False,False,False,False
L005504,U0223,2026-07-07 11:47:00,11,Tuesday,India,Delhi,India,Delhi,Desktop,Firefox,147.253.187.147,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005505,U0237,2026-07-15 13:02:00,13,Wednesday,United States,New York,United States,New York,Laptop,Safari,109.123.64.117,8,False,Unknown,0,False,False,False,False,False,False,Brute Force,1,True,True,True,False,False,False,False
L005506,U0045,2026-07-24 14:08:00,14,Friday,Germany,Berlin,Germany,Berlin,Tablet,Chrome,36.8.85.194,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005507,U0065,2026-07-22 13:34:00,13,Wednesday,Brazil,São Paulo,Brazil,São Paulo,Laptop,Safari,123.209.137.126,2,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005508,U0195,2026-07-02 20:46:00,20,Thursday,United States,New York,United States,New York,Mobile,Safari,133.89.203.71,2,False,Unknown,0,False,False,False,False,False,False,Normal,0,True,False,False,False,False,False,False
L005509,U0218,2026-07-02 15:05:00,15,Thursday,United Kingdom,London,United Kingdom,London,Laptop,Chrome,99.135.173.229,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005510,U0106,2026-07-09 14:32:00,14,Thursday,United States,Boston,United States,Boston,Desktop,Chrome,161.143.179.213,5,False,Unknown,0,False,False,False,False,False,True,Brute Force,1,True,True,True,False,False,False,False
L005511,U0160,2026-07-11 17:00:00,17,Saturday,United States,New York,United States,New York,Laptop,Chrome,69.242.73.15,1,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005512,U0027,2026-07-19 15:09:00,15,Sunday,Canada,Vancouver,Canada,Vancouver,Mobile,Safari,211.73.84.69,1,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005513,U0210,2026-07-15 06:30:00,6,Wednesday,United States,Boston,United States,Boston,Mobile,Firefox,112.161.20.132,5,True,Authenticator App,0,False,False,False,False,False,False,Brute Force,1,False,True,True,False,False,False,False
L005514,U0163,2026-07-05 11:55:00,11,Sunday,United States,Edison,United States,Edison,Mobile,Chrome,109.134.81.247,1,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005515,U0003,2026-07-24 13:43:00,13,Friday,United States,Edison,United States,Edison,Laptop,Edge,138.225.49.3,1,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005516,U0163,2026-07-11 08:11:00,8,Saturday,United States,Edison,United States,Edison,Mobile,Chrome,19.16.191.167,0,True,SMS,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005517,U0143,2026-07-01 10:21:00,10,Wednesday,United Kingdom,Manchester,United Kingdom,Manchester,Laptop,Chrome,67.214.165.123,0,False,Unknown,0,False,False,False,False,False,True,Normal,0,True,False,False,False,False,False,False
L005518,U0050,2026-07-10 12:25:00,12,Friday,United Kingdom,London,United States,San Francisco,Mobile,Chrome,175.133.75.85,2,False,Unknown,0,False,True,False,True,False,False,Impossible Travel,1,True,False,False,False,True,False,False
L005519,U0170,2026-07-31 12:34:00,12,Friday,United States,Boston,United States,Boston,Laptop,Chrome,152.36.10.191,2,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005520,U0118,2026-07-24 16:29:00,16,Friday,United States,New York,United States,New York,Laptop,Safari,203.165.37.25,1,True,Authenticator App,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005521,U0089,2026-07-08 09:40:00,9,Wednesday,United States,Boston,United States,Boston,Laptop,Edge,179.150.63.4,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
L005522,U0178,2026-07-03 12:58:00,12,Friday,United States,Boston,United States,Boston,Mobile,Firefox,128.252.182.218,0,True,Email Code,0,False,False,False,False,False,True,Normal,0,False,False,False,False,False,False,False
