login_id,user_id,timestamp,login_hour,day_of_week,country,city,device_type,browser,ip_address,failed_attempts,mfa_used,mfa_type,new_device,foreign_login,unusual_hour,impossible_travel,suspicious_ip,login_success,attack_type,is_suspicious
L000346,U012,2026-07-27 04:40:00,4,Monday,India,Mumbai,Desktop,Safari,203.97.10.218,1,True,SMS,True,False,True,False,True,False,Suspicious IP Login,1
L000347,U057,2026-07-05 20:31:00,20,Sunday,India,Mumbai,Mobile,Firefox,170.248.99.254,0,False,None,False,False,False,False,False,True,Normal,0
L000348,U045,2026-07-30 16:33:00,16,Thursday,India,Mumbai,Laptop,Edge,96.237.155.213,0,True,Authenticator App,False,False,False,True,False,True,Impossible Travel,1
L000349,U073,2026-07-10 06:32:00,6,Friday,Brazil,Rio de Janeiro,Tablet,Edge,44.81.206.68,5,False,None,True,False,False,False,False,False,Brute Force,1
L000350,U045,2026-07-20 16:30:00,16,Monday,India,Mumbai,Tablet,Firefox,145.211.153.242,1,False,None,True,True,False,False,False,True,New Device Login,1
L000351,U001,2026-07-28 01:36:00,1,Tuesday,Brazil,Rio de Janeiro,Tablet,Chrome,53.107.50.104,0,True,Email Code,False,False,True,False,True,True,Suspicious IP Login,1
L000352,U053,2026-07-01 00:23:00,0,Wednesday,United Kingdom,London,Desktop,Edge,55.28.74.30,1,True,Authenticator App,False,True,True,False,False,False,Normal,0
L000353,U090,2026-07-20 01:16:00,1,Monday,United Kingdom,London,Tablet,Safari,20.184.107.46,5,True,SMS,False,False,True,False,False,True,Brute Force,1
L000354,U001,2026-07-11 14:27:00,14,Saturday,United States,Chicago,Desktop,Safari,168.28.213.52,5,True,Email Code,False,True,False,False,False,True,Brute Force,1
L000355,U015,2026-07-30 08:52:00,8,Thursday,Canada,Vancouver,Mobile,Safari,25.113.111.245,2,False,None,False,False,False,False,False,True,Normal,0
L000356,U025,2026-07-24 08:44:00,8,Friday,Germany,Munich,Laptop,Safari,17.218.1.178,6,False,None,False,False,False,False,False,True,Brute Force,1
L000357,U086,2026-07-12 15:29:00,15,Sunday,Brazil,Rio de Janeiro,Desktop,Firefox,168.166.106.252,0,True,None,False,False,False,False,False,True,Normal,0
L000358,U052,2026-07-01 21:19:00,21,Wednesday,United States,Chicago,Mobile,Chrome,47.103.76.156,0,False,None,False,False,False,False,False,True,Normal,0
L000359,U093,2026-07-08 17:58:00,17,Wednesday,United Kingdom,London,Tablet,Chrome,96.85.222.128,2,False,None,False,False,False,False,False,True,Normal,0
L000360,U020,2026-07-05 10:02:00,10,Sunday,Canada,Vancouver,Tablet,Firefox,80.173.86.222,1,False,None,False,False,False,False,False,True,Normal,0
L000361,U096,2026-07-09 03:47:00,3,Thursday,Canada,Toronto,Desktop,Firefox,74.31.81.218,0,False,None,True,False,True,False,False,True,New Device Login,1
L000362,U001,2026-07-01 02:57:00,2,Wednesday,United Kingdom,Manchester,Laptop,Firefox,222.166.169.46,1,False,None,False,True,True,False,False,True,Normal,0
L000363,U023,2026-07-21 12:37:00,12,Tuesday,Brazil,São Paulo,Tablet,Firefox,176.6.154.184,0,True,SMS,True,False,False,False,False,True,Normal,0
L000364,U013,2026-07-21 17:06:00,17,Tuesday,United States,Chicago,Laptop,Chrome,79.53.18.158,0,False,None,False,False,False,False,False,True,Normal,0
L000365,U055,2026-07-18 15:59:00,15,Saturday,India,Mumbai,Mobile,Chrome,82.138.235.169,0,False,None,False,True,False,False,False,True,Normal,0
L000366,U050,2026-07-08 18:33:00,18,Wednesday,Brazil,Rio de Janeiro,Desktop,Firefox,24.62.136.155,2,True,Authenticator App,False,False,False,True,False,True,Impossible Travel,1
L000367,U079,2026-07-12 19:24:00,19,Sunday,United States,Edison,Mobile,Safari,15.8.142.172,4,True,None,False,False,False,False,False,True,Normal,0
L000368,U098,2026-07-17 19:39:00,19,Friday,Canada,Vancouver,Mobile,Edge,28.83.249.93,0,False,None,True,False,False,False,True,True,Suspicious IP Login,1
L000369,U066,2026-07-29 22:44:00,22,Wednesday,Germany,Berlin,Tablet,Edge,210.78.246.241,0,False,None,False,False,False,False,False,True,Normal,0
L000370,U011,2026-07-26 14:32:00,14,Sunday,Germany,Munich,Desktop,Chrome,172.151.174.77,0,True,None,False,False,False,False,True,True,Suspicious IP Login,1
L000371,U085,2026-07-20 06:08:00,6,Monday,United States,Edison,Mobile,Firefox,39.47.158.200,0,False,None,False,False,False,False,False,True,Normal,0
L000372,U012,2026-07-20 17:43:00,17,Monday,Brazil,Rio de Janeiro,Laptop,Edge,33.168.230.119,2,True,Email Code,False,False,False,False,False,True,Normal,0
L000373,U021,2026-07-11 07:16:00,7,Saturday,India,Delhi,Desktop,Chrome,194.199.175.241,1,True,Email Code,True,True,False,False,False,False,Normal,0
L000374,U061,2026-07-29 03:24:00,3,Wednesday,Brazil,Rio de Janeiro,Tablet,Firefox,158.226.131.100,0,False,None,True,False,True,False,False,True,New Device Login,1
L000375,U073,2026-07-11 16:54:00,16,Saturday,Germany,Berlin,Tablet,Firefox,25.193.87.183,1,True,SMS,True,False,False,False,False,True,Normal,0
L000376,U081,2026-07-25 06:56:00,6,Saturday,United States,Edison,Laptop,Edge,175.143.81.106,3,True,Email Code,False,False,False,False,False,True,Normal,0
L000377,U057,2026-07-09 12:33:00,12,Thursday,United States,New York,Desktop,Chrome,126.2.10.188,1,True,Authenticator App,False,False,False,False,False,True,Normal,0
L000378,U050,2026-07-16 03:04:00,3,Thursday,Germany,Berlin,Tablet,Firefox,188.237.25.130,3,True,Authenticator App,False,False,True,False,True,True,Suspicious IP Login,1
L000379,U094,2026-07-13 03:29:00,3,Monday,Germany,Berlin,Mobile,Firefox,134.64.101.218,0,True,Email Code,False,False,True,False,False,True,Normal,0
L000380,U090,2026-07-31 23:12:00,23,Friday,United States,Chicago,Tablet,Firefox,185.36.207.190,0,True,None,False,False,False,False,False,True,Normal,0
L000381,U085,2026-07-06 14:51:00,14,Monday,Brazil,São Paulo,Laptop,Firefox,171.236.220.241,1,True,SMS,False,False,False,False,False,True,Normal,0
L000382,U004,2026-07-28 16:11:00,16,Tuesday,India,Mumbai,Tablet,Safari,192.213.166.163,0,True,Email Code,False,False,False,False,False,True,Normal,0
L000383,U093,2026-07-24 12:03:00,12,Friday,United States,New York,Laptop,Chrome,51.81.203.29,0,True,SMS,True,True,False,False,False,True,Normal,0
L000384,U064,2026-07-03 18:05:00,18,Friday,United Kingdom,Manchester,Tablet,Chrome,113.78.239.43,4,False,None,False,False,False,False,True,False,Suspicious IP Login,1
L000385,U055,2026-07-27 01:38:00,1,Monday,Canada,Vancouver,Desktop,Firefox,162.132.229.48,3,False,None,False,False,True,False,False,True,Normal,0
L000386,U069,2026-07-12 16:51:00,16,Sunday,Brazil,Rio de Janeiro,Mobile,Edge,128.148.191.220,0,False,None,False,True,False,False,False,True,Normal,0
L000387,U022,2026-07-26 01:22:00,1,Sunday,Germany,Munich,Laptop,Chrome,108.42.182.123,0,True,None,True,False,True,False,False,True,Normal,0
L000388,U095,2026-07-24 06:39:00,6,Friday,United Kingdom,London,Laptop,Safari,87.77.90.175,1,False,None,False,False,False,False,False,False,Normal,0
L000389,U078,2026-07-30 14:25:00,14,Thursday,Canada,Toronto,Laptop,Chrome,166.70.131.243,1,False,None,True,False,False,False,False,True,New Device Login,1
L000390,U024,2026-07-27 06:16:00,6,Monday,Brazil,Rio de Janeiro,Laptop,Chrome,209.101.104.7,0,True,Authenticator App,True,False,False,False,False,True,Normal,0
L000391,U072,2026-07-06 17:05:00,17,Monday,Canada,Toronto,Tablet,Firefox,198.7.223.85,0,False,None,True,False,False,False,False,True,New Device Login,1
L000392,U026,2026-07-14 08:25:00,8,Tuesday,Germany,Berlin,Laptop,Firefox,67.93.169.21,0,False,None,False,False,False,False,False,True,Normal,0
L000393,U039,2026-07-18 10:59:00,10,Saturday,India,Bangalore,Desktop,Edge,102.114.26.90,5,False,None,False,False,False,False,False,False,Brute Force,1
L000394,U028,2026-07-20 06:50:00,6,Monday,Germany,Munich,Desktop,Chrome,213.162.57.208,0,False,None,False,False,False,False,False,False,Normal,0
L000395,U025,2026-07-02 18:09:00,18,Thursday,United Kingdom,London,Tablet,Chrome,110.80.27.216,0,False,None,False,True,False,False,False,True,Normal,0
L000396,U050,2026-07-24 01:04:00,1,Friday,Germany,Berlin,Mobile,Edge,132.49.17.197,0,False,None,False,False,True,False,False,False,Normal,0
L000397,U084,2026-07-10 20:32:00,20,Friday,Brazil,São Paulo,Desktop,Safari,123.90.11.226,5,True,Email Code,False,True,False,False,False,False,Brute Force,1
L000398,U067,2026-07-22 06:18:00,6,Wednesday,Germany,Berlin,Laptop,Firefox,158.172.69.215,0,False,None,False,False,False,False,False,True,Normal,0
L000399,U030,2026-07-25 22:04:00,22,Saturday,Brazil,Rio de Janeiro,Desktop,Edge,138.113.238.235,0,False,None,False,False,False,False,False,True,Normal,0
L000400,U020,2026-07-13 12:11:00,12,Monday,Canada,Toronto,Tablet,Firefox,25.148.93.253,0,True,None,True,False,False,False,True,True,Suspicious IP Login,1
L000401,U058,2026-07-29 02:58:00,2,Wednesday,Brazil,Rio de Janeiro,Mobile,Safari,36.188.101.3,0,False,None,False,False,True,False,False,True,Normal,0
L000402,U027,2026-07-25 17:40:00,17,Saturday,Brazil,Rio de Janeiro,Tablet,Chrome,21.73.211.105,1,False,None,False,False,False,False,False,True,Normal,0
L000403,U032,2026-07-15 04:39:00,4,Wednesday,India,Mumbai,Mobile,Chrome,112.240.180.36,2,True,Email Code,False,False,True,False,False,True,Normal,0
L000404,U020,2026-07-06 16:30:00,16,Monday,United Kingdom,London,Laptop,Safari,221.217.183.113,1,False,None,False,False,False,False,False,True,Normal,0
L000405,U054,2026-07-13 04:15:00,4,Monday,Germany,Munich,Tablet,Chrome,204.115.13.29,0,False,None,False,False,True,False,False,False,Normal,0
L000406,U083,2026-07-05 07:05:00,7,Sunday,Brazil,Rio de Janeiro,Laptop,Edge,13.89.27.115,0,True,SMS,False,False,False,False,False,True,Normal,0
L000407,U033,2026-07-28 04:34:00,4,Tuesday,United States,San Francisco,Mobile,Edge,18.251.66.187,0,False,None,False,False,True,False,False,True,Normal,0
L000408,U014,2026-07-22 00:53:00,0,Wednesday,Canada,Toronto,Desktop,Edge,197.3.185.220,0,False,None,True,False,True,False,False,True,New Device Login,1
L000409,U029,2026-07-27 10:58:00,10,Monday,United Kingdom,Manchester,Laptop,Edge,16.166.120.140,2,False,None,False,False,False,False,False,False,Normal,0
L000410,U042,2026-07-02 06:39:00,6,Thursday,United Kingdom,London,Laptop,Safari,208.46.233.55,1,False,None,False,False,False,False,False,True,Normal,0
L000411,U096,2026-07-01 10:52:00,10,Wednesday,United States,Edison,Tablet,Edge,76.141.159.12,0,True,None,False,False,False,False,False,True,Normal,0
L000412,U092,2026-07-05 19:47:00,19,Sunday,Canada,Vancouver,Mobile,Firefox,100.0.156.236,6,False,None,False,True,False,False,False,True,Brute Force,1
L000413,U020,2026-07-26 15:22:00,15,Sunday,Canada,Toronto,Tablet,Safari,156.56.144.42,5,True,Authenticator App,False,False,False,False,False,True,Brute Force,1
L000414,U029,2026-07-02 03:22:00,3,Thursday,Brazil,São Paulo,Desktop,Safari,164.32.117.47,0,False,None,False,False,True,False,False,True,Normal,0
L000415,U056,2026-07-09 08:54:00,8,Thursday,India,Delhi,Tablet,Edge,68.145.9.248,3,False,None,False,False,False,False,False,False,Normal,0
L000416,U038,2026-07-03 04:02:00,4,Friday,United Kingdom,Manchester,Tablet,Firefox,189.173.163.105,0,True,SMS,False,False,True,False,False,True,Normal,0
L000417,U017,2026-07-12 11:02:00,11,Sunday,Canada,Toronto,Tablet,Chrome,64.175.134.216,2,True,None,False,True,False,False,False,True,Normal,0
L000418,U011,2026-07-27 04:46:00,4,Monday,India,Mumbai,Laptop,Chrome,40.249.106.165,0,False,None,False,True,True,False,False,True,Normal,0
L000419,U020,2026-07-26 23:58:00,23,Sunday,Germany,Munich,Desktop,Chrome,17.185.17.112,0,False,None,False,False,False,False,False,True,Normal,0
L000420,U071,2026-07-30 16:47:00,16,Thursday,Brazil,Rio de Janeiro,Desktop,Chrome,99.36.97.160,2,False,None,True,False,False,False,False,True,New Device Login,1
L000421,U017,2026-07-03 04:06:00,4,Friday,Brazil,Rio de Janeiro,Tablet,Safari,75.237.16.241,0,True,SMS,False,False,True,False,False,True,Normal,0
L000422,U060,2026-07-03 14:47:00,14,Friday,India,Bangalore,Laptop,Safari,192.220.208.2,0,True,SMS,False,False,False,False,False,True,Normal,0
L000423,U078,2026-07-16 03:29:00,3,Thursday,India,Delhi,Tablet,Safari,83.62.46.122,0,True,Authenticator App,False,False,True,False,False,True,Normal,0
L000424,U059,2026-07-03 12:32:00,12,Friday,India,Delhi,Laptop,Chrome,17.217.153.117,0,False,None,False,False,False,False,False,True,Normal,0
L000425,U063,2026-07-31 04:03:00,4,Friday,United Kingdom,London,Tablet,Safari,191.113.57.156,0,True,None,False,False,True,False,True,True,Suspicious IP Login,1
L000426,U076,2026-07-25 09:14:00,9,Saturday,India,Delhi,Laptop,Chrome,22.9.17.146,0,True,Email Code,False,False,False,False,False,True,Normal,0
L000427,U098,2026-07-21 17:31:00,17,Tuesday,Germany,Berlin,Laptop,Chrome,199.219.207.87,0,False,None,False,False,False,False,False,True,Normal,0
L000428,U006,2026-07-28 03:18:00,3,Tuesday,Canada,Toronto,Tablet,Safari,53.90.248.53,4,True,SMS,False,False,True,False,False,True,Normal,0
L000429,U058,2026-07-22 00:26:00,0,Wednesday,Brazil,São Paulo,Desktop,Firefox,69.137.19.10,7,True,Authenticator App,False,False,True,False,False,True,Brute Force,1
L000430,U085,2026-07-09 08:43:00,8,Thursday,Canada,Toronto,Laptop,Chrome,76.246.92.134,0,False,None,False,False,False,False,False,True,Normal,0
L000431,U044,2026-07-22 22:51:00,22,Wednesday,Brazil,Rio de Janeiro,Laptop,Firefox,153.27.154.187,0,False,None,False,False,False,False,False,True,Normal,0
L000432,U077,2026-07-15 12:16:00,12,Wednesday,Germany,Munich,Laptop,Safari,179.158.92.212,0,True,SMS,False,False,False,False,False,True,Normal,0
L000433,U021,2026-07-05 19:07:00,19,Sunday,Canada,Vancouver,Mobile,Safari,182.161.10.186,1,True,Email Code,True,False,False,False,False,True,Normal,0
L000434,U068,2026-07-14 10:21:00,10,Tuesday,Brazil,Rio de Janeiro,Tablet,Firefox,130.111.165.188,0,False,None,False,True,False,False,False,True,Normal,0
L000435,U050,2026-07-10 05:18:00,5,Friday,Canada,Toronto,Desktop,Safari,73.20.246.206,2,False,None,False,False,False,False,False,False,Normal,0
L000436,U064,2026-07-08 15:50:00,15,Wednesday,United States,New York,Tablet,Edge,140.216.105.191,0,True,SMS,False,False,False,False,False,True,Normal,0
L000437,U033,2026-07-15 13:33:00,13,Wednesday,India,Mumbai,Laptop,Edge,73.184.217.229,6,False,None,True,False,False,False,False,True,Brute Force,1
L000438,U017,2026-07-26 02:25:00,2,Sunday,United Kingdom,Manchester,Desktop,Edge,57.188.225.106,1,True,Email Code,True,False,True,False,False,True,Normal,0
L000439,U001,2026-07-27 15:01:00,15,Monday,United States,San Francisco,Mobile,Safari,212.28.40.133,1,False,None,True,False,False,False,False,False,New Device Login,1
L000440,U095,2026-07-28 22:40:00,22,Tuesday,Brazil,Rio de Janeiro,Tablet,Safari,154.129.204.142,1,False,None,False,True,False,False,False,True,Normal,0
L000441,U045,2026-07-04 03:58:00,3,Saturday,India,Bangalore,Desktop,Chrome,95.21.3.17,0,True,SMS,False,False,True,False,False,True,Normal,0
L000442,U064,2026-07-18 22:22:00,22,Saturday,Germany,Munich,Tablet,Edge,111.183.213.194,1,True,Authenticator App,False,False,False,False,False,True,Normal,0
L000443,U047,2026-07-22 16:00:00,16,Wednesday,Germany,Berlin,Mobile,Safari,137.201.163.52,0,True,SMS,True,False,False,False,False,True,Normal,0
L000444,U097,2026-07-04 07:19:00,7,Saturday,Canada,Toronto,Desktop,Safari,64.252.184.175,2,False,None,False,False,False,False,True,True,Suspicious IP Login,1
L000445,U014,2026-07-04 16:47:00,16,Saturday,United Kingdom,Manchester,Laptop,Safari,33.96.145.234,2,False,None,True,False,False,False,False,True,New Device Login,1
L000446,U089,2026-07-25 12:35:00,12,Saturday,United Kingdom,London,Desktop,Edge,209.0.38.92,3,True,Authenticator App,False,True,False,False,False,True,Foreign Login,1
L000447,U001,2026-07-17 21:13:00,21,Friday,Germany,Berlin,Desktop,Edge,39.57.11.219,4,True,None,False,False,False,False,False,True,Normal,0
L000448,U093,2026-07-08 22:28:00,22,Wednesday,India,Delhi,Laptop,Chrome,209.67.124.114,2,False,None,False,False,False,False,False,True,Normal,0
L000449,U003,2026-07-13 18:45:00,18,Monday,India,Delhi,Mobile,Firefox,99.44.175.160,0,True,None,False,True,False,False,False,True,Normal,0
L000450,U076,2026-07-30 15:59:00,15,Thursday,Brazil,Rio de Janeiro,Desktop,Safari,33.129.219.135,0,False,None,False,False,False,False,False,True,Normal,0
L000451,U062,2026-07-08 17:38:00,17,Wednesday,Brazil,Rio de Janeiro,Mobile,Chrome,188.108.107.29,0,False,None,False,False,False,False,False,True,Normal,0
L000452,U064,2026-07-20 15:34:00,15,Monday,Germany,Munich,Mobile,Edge,161.85.88.116,0,False,None,False,False,False,False,False,True,Normal,0
L000453,U061,2026-07-16 01:33:00,1,Thursday,United States,Chicago,Desktop,Edge,186.73.60.158,1,False,None,False,False,True,False,False,True,Normal,0
L000454,U090,2026-07-26 07:32:00,7,Sunday,Brazil,São Paulo,Desktop,Firefox,124.180.254.29,0,True,None,True,False,False,False,False,True,Normal,0
L000455,U041,2026-07-16 19:12:00,19,Thursday,Canada,Vancouver,Laptop,Chrome,128.3.53.16,0,True,None,True,False,False,False,False,False,Normal,0
L000456,U011,2026-07-19 05:06:00,5,Sunday,United States,New York,Tablet,Edge,147.239.214.29,1,True,None,False,False,False,False,False,True,Normal,0
L000457,U017,2026-07-15 14:04:00,14,Wednesday,Canada,Vancouver,Tablet,Safari,152.168.2.131,1,True,None,False,False,False,False,False,True,Normal,0
L000458,U082,2026-07-10 20:58:00,20,Friday,United Kingdom,London,Tablet,Firefox,53.144.63.195,0,False,None,False,False,False,False,False,True,Normal,0
L000459,U090,2026-07-22 03:27:00,3,Wednesday,Canada,Toronto,Mobile,Edge,162.197.238.132,0,False,None,False,False,True,False,False,True,Normal,0
L000460,U067,2026-07-20 23:46:00,23,Monday,Canada,Toronto,Laptop,Chrome,50.250.156.72,0,False,None,True,False,False,False,True,True,Suspicious IP Login,1
L000461,U085,2026-07-28 09:33:00,9,Tuesday,United Kingdom,Manchester,Mobile,Safari,64.145.105.116,2,True,Email Code,False,False,False,False,False,True,Normal,0
L000462,U058,2026-07-30 22:23:00,22,Thursday,Germany,Munich,Mobile,Edge,205.78.108.190,0,False,None,False,False,False,False,True,True,Suspicious IP Login,1
L000463,U084,2026-07-26 02:56:00,2,Sunday,Germany,Berlin,Desktop,Edge,77.105.144.16,3,True,Authenticator App,False,False,True,False,False,True,Normal,0
L000464,U097,2026-07-02 13:19:00,13,Thursday,United States,Chicago,Laptop,Chrome,210.75.11.61,3,False,None,True,False,False,False,False,True,New Device Login,1
L000465,U076,2026-07-20 04:27:00,4,Monday,Germany,Munich,Mobile,Chrome,102.154.198.243,2,False,None,False,False,True,False,False,False,Normal,0
L000466,U015,2026-07-11 11:20:00,11,Saturday,United States,Edison,Mobile,Edge,76.71.204.251,2,False,None,False,False,False,False,False,True,Normal,0
L000467,U097,2026-07-21 02:51:00,2,Tuesday,United Kingdom,London,Laptop,Safari,21.155.33.27,0,True,None,False,False,True,False,True,True,Suspicious IP Login,1
L000468,U086,2026-07-02 07:05:00,7,Thursday,India,Bangalore,Desktop,Edge,88.226.190.36,1,True,Email Code,False,True,False,False,True,True,Suspicious IP Login,1
L000469,U010,2026-07-09 06:41:00,6,Thursday,United Kingdom,Manchester,Desktop,Safari,126.126.159.17,1,False,None,True,True,False,False,True,False,Suspicious IP Login,1
L000470,U060,2026-07-26 23:41:00,23,Sunday,Brazil,São Paulo,Tablet,Firefox,18.0.18.1,0,True,Email Code,False,False,False,False,False,True,Normal,0
L000471,U003,2026-07-19 09:22:00,9,Sunday,Germany,Berlin,Laptop,Chrome,67.123.165.79,1,False,None,False,False,False,False,False,True,Normal,0
L000472,U066,2026-07-15 10:55:00,10,Wednesday,Brazil,Rio de Janeiro,Desktop,Edge,25.108.129.170,0,True,Email Code,False,False,False,False,False,False,Normal,0
L000473,U034,2026-07-22 07:22:00,7,Wednesday,Germany,Munich,Mobile,Chrome,97.171.203.101,2,False,None,False,False,False,False,False,True,Normal,0
L000474,U024,2026-07-01 09:27:00,9,Wednesday,India,Delhi,Laptop,Firefox,90.49.240.158,0,True,Email Code,False,False,False,False,False,True,Normal,0
L000475,U052,2026-07-11 07:37:00,7,Saturday,Germany,Berlin,Mobile,Chrome,170.195.196.227,3,True,SMS,False,False,False,False,False,False,Normal,0
L000476,U010,2026-07-30 03:48:00,3,Thursday,India,Bangalore,Laptop,Firefox,51.247.108.127,0,False,None,True,False,True,False,False,False,New Device Login,1
L000477,U078,2026-07-03 09:56:00,9,Friday,Canada,Vancouver,Mobile,Chrome,48.136.205.164,4,True,SMS,False,False,False,False,False,True,Normal,0
L000478,U015,2026-07-04 20:32:00,20,Saturday,United Kingdom,Manchester,Laptop,Safari,61.246.55.157,0,False,None,True,False,False,False,False,True,New Device Login,1
L000479,U038,2026-07-31 10:40:00,10,Friday,United Kingdom,Manchester,Laptop,Firefox,219.27.111.234,1,False,None,False,False,False,False,False,True,Normal,0
L000480,U090,2026-07-03 01:40:00,1,Friday,Germany,Berlin,Desktop,Firefox,177.218.74.217,0,False,None,False,False,True,False,False,True,Normal,0
L000481,U005,2026-07-08 15:52:00,15,Wednesday,Canada,Vancouver,Desktop,Chrome,92.202.142.211,0,False,None,False,True,False,False,False,True,Normal,0
L000482,U072,2026-07-24 05:53:00,5,Friday,Brazil,São Paulo,Tablet,Chrome,77.118.150.149,6,False,None,False,True,False,False,False,True,Brute Force,1
L000483,U033,2026-07-29 06:06:00,6,Wednesday,India,Bangalore,Laptop,Safari,40.214.173.69,0,True,SMS,False,False,False,False,False,True,Normal,0
L000484,U094,2026-07-20 04:03:00,4,Monday,India,Bangalore,Mobile,Safari,155.158.109.148,2,True,Authenticator App,False,True,True,False,False,True,Normal,0
L000485,U044,2026-07-21 05:05:00,5,Tuesday,United Kingdom,Manchester,Desktop,Safari,61.21.9.182,1,True,None,True,False,False,False,False,True,Normal,0
L000486,U026,2026-07-26 13:08:00,13,Sunday,Canada,Vancouver,Desktop,Safari,213.247.255.80,6,True,SMS,True,False,False,False,False,True,Brute Force,1
L000487,U029,2026-07-02 18:42:00,18,Thursday,Canada,Toronto,Desktop,Chrome,210.48.138.248,0,True,SMS,False,True,False,False,False,False,Normal,0
L000488,U062,2026-07-29 20:33:00,20,Wednesday,United Kingdom,Manchester,Tablet,Firefox,174.244.88.46,1,True,SMS,True,False,False,False,False,True,Normal,0
L000489,U031,2026-07-28 16:43:00,16,Tuesday,India,Bangalore,Tablet,Firefox,49.180.159.213,0,False,None,False,False,False,False,False,True,Normal,0
L000490,U027,2026-07-13 18:48:00,18,Monday,United Kingdom,London,Tablet,Chrome,44.126.39.223,0,False,None,False,False,False,False,False,False,Normal,0
L000491,U091,2026-07-19 13:07:00,13,Sunday,United States,New York,Mobile,Chrome,141.1.132.240,0,True,None,False,False,False,False,False,True,Normal,0
L000492,U058,2026-07-19 06:25:00,6,Sunday,United States,Chicago,Tablet,Edge,115.252.47.237,2,False,None,False,False,False,False,False,False,Normal,0
L000493,U052,2026-07-11 13:31:00,13,Saturday,United Kingdom,Manchester,Tablet,Edge,81.40.30.40,0,True,None,True,False,False,False,False,True,Normal,0
L000494,U053,2026-07-20 20:04:00,20,Monday,United States,New York,Mobile,Safari,17.139.159.54,0,False,None,True,False,False,False,False,True,New Device Login,1
L000495,U023,2026-07-02 20:14:00,20,Thursday,United Kingdom,Manchester,Tablet,Safari,151.195.143.34,1,True,Email Code,False,False,False,False,False,True,Normal,0
L000496,U062,2026-07-25 10:18:00,10,Saturday,Brazil,São Paulo,Mobile,Firefox,110.250.188.77,1,True,SMS,False,False,False,False,False,True,Normal,0
L000497,U029,2026-07-02 17:24:00,17,Thursday,United States,San Francisco,Laptop,Firefox,12.77.206.38,4,False,None,False,False,False,False,False,True,Normal,0
L000498,U050,2026-07-10 03:40:00,3,Friday,United Kingdom,London,Desktop,Safari,50.89.67.17,2,False,None,False,True,True,False,False,True,Normal,0
L000499,U013,2026-07-22 02:14:00,2,Wednesday,United Kingdom,London,Tablet,Edge,182.51.214.134,5,False,None,True,False,True,False,False,True,Brute Force,1
L000500,U067,2026-07-28 08:44:00,8,Tuesday,Germany,Munich,Laptop,Firefox,147.157.62.15,1,False,None,False,True,False,False,False,True,Normal,0
